flu_season,year_week,region,number_healthcare_workers,number_cases,population,incidence,cases_0-4,inc_0-4,cases_5-14,inc_5-14,cases_15-64,inc_15-64,cases_65+,inc_65+
2023-2024,2024-14,Campania,20.0,103.0,24383.0,4.22,18.0,7.19,26.0,4.91,45.0,3.62,14.0,3.36
2023-2024,2024-14,Apulia,54.0,213.0,71311.0,2.99,34.0,7.66,49.0,4.71,103.0,2.52,27.0,1.74
2023-2024,2024-14,Basilicata,9.0,18.0,11287.0,1.59,7.0,6.18,7.0,3.4,4.0,0.77,0.0,0.0
2023-2024,2024-14,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-2024,2024-14,Sicily,107.0,526.0,135570.0,3.88,71.0,9.52,82.0,5.0,278.0,3.52,95.0,2.91
2023-2024,2024-14,Sardinia,19.0,156.0,24177.0,6.45,62.0,27.67,59.0,13.81,29.0,2.3,6.0,1.19
2023-2024,2024-15,Piedmont,54.0,306.0,74217.0,4.12,10.0,3.87,19.0,2.83,221.0,4.92,56.0,2.8
2023-2024,2024-15,Aosta Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-2024,2024-15,Lombardy,191.0,1465.0,271931.0,5.39,362.0,17.75,274.0,5.83,697.0,4.78,132.0,2.25
2023-2024,2024-15,AP Bolzano,4.0,45.0,5461.0,8.24,3.0,3.47,12.0,7.24,22.0,9.21,8.0,14.55
2023-2024,2024-15,AP Trento,7.0,31.0,9778.0,3.17,14.0,20.47,10.0,6.94,6.0,1.1,1.0,0.46
2023-2024,2024-15,Veneto,56.0,329.0,76466.0,4.3,83.0,17.36,50.0,3.9,169.0,4.16,27.0,1.48
2023-2024,2024-15,Friuli-Venezia Giulia,14.0,76.0,19279.0,3.94,22.0,7.7,22.0,3.47,27.0,3.92,5.0,1.56
2023-2024,2024-15,Liguria,47.0,320.0,60298.0,5.31,40.0,25.89,37.0,8.83,205.0,5.59,38.0,2.12
2023-2024,2024-15,Emilia-Romagna,96.0,528.0,119560.0,4.42,66.0,9.17,57.0,3.28,329.0,4.93,76.0,2.69
2023-2024,2024-15,Tuscany,35.0,194.0,51333.0,3.78,30.0,13.97,28.0,4.98,110.0,3.64,26.0,1.95
2023-2024,2024-15,Umbria,9.0,80.0,9625.0,8.31,5.0,5.11,12.0,4.82,50.0,10.26,13.0,10.14
2023-2024,2024-15,Marche,14.0,107.0,17049.0,6.28,11.0,6.44,14.0,4.29,62.0,7.25,20.0,5.68
2023-2024,2024-15,Lazio,182.0,1000.0,240305.0,4.16,85.0,9.68,108.0,4.58,671.0,4.49,136.0,2.32
2023-2024,2024-15,Abruzzo,62.0,372.0,75376.0,4.94,45.0,20.63,64.0,10.54,193.0,4.01,70.0,3.7
2023-2024,2024-15,Molise,14.0,44.0,14027.0,3.14,0.0,0.0,5.0,7.1,29.0,3.02,10.0,2.88
2023-2024,2024-15,Campania,28.0,111.0,34553.0,3.21,32.0,8.94,28.0,3.91,46.0,2.61,5.0,0.8
2023-2024,2024-15,Apulia,44.0,193.0,57940.0,3.33,33.0,8.96,30.0,3.56,105.0,3.19,25.0,1.94
2023-2024,2024-15,Basilicata,9.0,25.0,11287.0,2.21,12.0,10.6,11.0,5.34,2.0,0.38,0.0,0.0
2023-2024,2024-15,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-2024,2024-15,Sicily,117.0,533.0,148607.0,3.59,81.0,11.86,82.0,5.29,297.0,3.3,73.0,2.0
2023-2024,2024-15,Sardinia,18.0,135.0,22686.0,5.95,52.0,23.24,51.0,12.02,23.0,1.94,9.0,2.06
2023-2024,2024-16,Piedmont,45.0,289.0,62730.0,4.61,11.0,6.33,23.0,4.66,200.0,5.15,55.0,3.2
2023-2024,2024-16,Aosta Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-2024,2024-16,Lombardy,196.0,1592.0,278889.0,5.71,410.0,18.49,338.0,6.58,685.0,4.64,159.0,2.76
2023-2024,2024-16,AP Bolzano,4.0,29.0,5647.0,5.14,2.0,2.31,7.0,4.22,16.0,6.5,4.0,6.04
2023-2024,2024-16,AP Trento,5.0,37.0,7274.0,5.09,2.0,5.1,16.0,17.06,15.0,3.61,4.0,2.23
2023-2024,2024-16,Veneto,51.0,307.0,69458.0,4.42,83.0,19.99,59.0,5.04,152.0,4.07,13.0,0.8
2023-2024,2024-16,Friuli-Venezia Giulia,18.0,95.0,23099.0,4.11,43.0,10.96,32.0,4.32,14.0,1.75,6.0,1.59
2023-2024,2024-16,Liguria,45.0,314.0,57922.0,5.42,39.0,25.24,38.0,8.97,173.0,4.94,64.0,3.74
2023-2024,2024-16,Emilia-Romagna,91.0,497.0,112974.0,4.4,77.0,10.11,57.0,3.04,301.0,4.99,62.0,2.36
2023-2024,2024-16,Tuscany,30.0,169.0,44111.0,3.83,20.0,13.48,21.0,5.17,107.0,4.01,21.0,1.77
2023-2024,2024-16,Umbria,8.0,43.0,8906.0,4.83,4.0,4.87,2.0,0.95,28.0,6.22,9.0,6.07
2023-2024,2024-16,Marche,11.0,55.0,11882.0,4.63,9.0,4.93,7.0,1.9,32.0,6.91,7.0,4.0
2023-2024,2024-16,Lazio,174.0,929.0,228592.0,4.06,80.0,9.71,114.0,5.15,600.0,4.22,135.0,2.41
2023-2024,2024-16,Abruzzo,47.0,308.0,54838.0,5.62,38.0,22.61,47.0,9.5,184.0,5.24,39.0,2.98
2023-2024,2024-16,Molise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-2024,2024-16,Campania,21.0,121.0,24532.0,4.93,27.0,7.67,36.0,4.97,49.0,4.89,9.0,2.4
2023-2024,2024-16,Apulia,38.0,136.0,48724.0,2.79,31.0,7.87,30.0,3.31,56.0,2.18,19.0,1.89
2023-2024,2024-16,Basilicata,9.0,26.0,11287.0,2.3,12.0,10.6,12.0,5.83,2.0,0.38,0.0,0.0
2023-2024,2024-16,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-2024,2024-16,Sicily,112.0,707.0,140133.0,5.05,89.0,12.15,253.0,15.76,288.0,3.49,77.0,2.25
2023-2024,2024-16,Sardinia,16.0,140.0,19539.0,7.17,66.0,29.5,57.0,13.66,15.0,1.63,2.0,0.51
2023-2024,2024-17,Piedmont,40.0,207.0,57439.0,3.6,7.0,4.38,13.0,3.01,156.0,4.35,31.0,1.98
2023-2024,2024-17,Aosta Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-2024,2024-17,Lombardy,175.0,1.214,249409.0,4.87,268.0,14.23,225.0,5.23,622.0,4.62,99.0,1.87
2023-2024,2024-17,AP Bolzano,2.0,27.0,2728.0,9.9,3.0,8.9,4.0,4.87,20.0,16.41,0.0,0.0
2023-2024,2024-17,AP Trento,6.0,61.0,8566.0,7.12,4.0,10.2,6.0,6.15,39.0,7.79,12.0,5.47
2023-2024,2024-17,Veneto,50.0,254.0,70017.0,3.63,58.0,17.07,45.0,4.58,131.0,3.33,20.0,1.14
2023-2024,2024-17,Friuli-Venezia Giulia,19.0,84.0,24912.0,3.37,37.0,10.12,27.0,3.61,15.0,1.62,5.0,1.11
2023-2024,2024-17,Liguria,42.0,148.0,50855.0,2.91,18.0,9.68,20.0,3.94,88.0,3.03,22.0,1.48
2023-2024,2024-17,Emilia-Romagna,75.0,331.0,97503.0,3.39,38.0,6.64,43.0,3.08,198.0,3.71,52.0,2.13
2023-2024,2024-17,Tuscany,33.0,147.0,48689.0,3.02,28.0,15.23,26.0,5.52,76.0,2.59,17.0,1.33
2023-2024,2024-17,Umbria,10.0,29.0,11455.0,2.53,2.0,2.43,1.0,0.46,22.0,3.4,4.0,2.01
2023-2024,2024-17,Marche,11.0,59.0,14184.0,4.16,1.0,0.96,8.0,4.12,40.0,4.97,10.0,3.17
2023-2024,2024-17,Lazio,185.0,782.0,243801.0,3.21,52.0,5.85,93.0,3.83,537.0,3.56,100.0,1.68
2023-2024,2024-17,Abruzzo,48.0,313.0,55587.0,5.63,55.0,49.33,50.0,13.65,164.0,4.48,44.0,3.09
2023-2024,2024-17,Molise,9.0,14.0,9077.0,1.54,0.0,0.0,2.0,11.7,7.0,1.04,5.0,2.3
2023-2024,2024-17,Campania,14.0,114.0,16729.0,6.81,18.0,9.35,28.0,6.21,58.0,7.35,10.0,4.17
2023-2024,2024-17,Apulia,44.0,152.0,57377.0,2.65,31.0,6.98,29.0,2.96,67.0,2.11,25.0,2.19
2023-2024,2024-17,Basilicata,9.0,15.0,11287.0,1.33,7.0,6.18,8.0,3.89,0.0,0.0,0.0,0.0
2023-2024,2024-17,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-2024,2024-17,Sicily,127.0,572.0,160714.0,3.56,100.0,13.5,103.0,6.28,291.0,2.99,78.0,1.97
2023-2024,2024-17,Sardinia,16.0,118.0,19333.0,6.1,52.0,23.24,50.0,11.94,7.0,0.73,9.0,2.69
2024-2025,2024-42,Piedmont,90.0,1105.0,132396.0,8.35,17.0,3.96,41.0,3.19,810.0,10.22,237.0,6.58
2024-2025,2024-42,Aosta Valley,12.0,89.0,13646.0,6.52,15.0,9.62,5.0,1.64,56.0,8.73,13.0,4.96
2024-2025,2024-42,Lombardy,353.0,4421.0,490788.0,9.01,546.0,16.77,411.0,5.52,2787.0,10.07,677.0,6.33
2024-2025,2024-42,AP Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-42,AP Trento,10.0,81.0,15071.0,5.37,1.0,2.62,1.0,0.92,63.0,6.63,16.0,3.91
2024-2025,2024-42,Veneto,111.0,803.0,149115.0,5.39,50.0,5.96,38.0,1.69,578.0,6.98,137.0,3.87
2024-2025,2024-42,Friuli-Venezia Giulia,15.0,59.0,17957.0,3.29,0.0,0.0,2.0,0.41,45.0,5.9,12.0,3.61
2024-2025,2024-42,Liguria,78.0,593.0,108672.0,5.46,6.0,2.08,22.0,2.6,419.0,6.48,146.0,4.47
2024-2025,2024-42,Emilia-Romagna,132.0,1171.0,168584.0,6.95,103.0,10.03,81.0,3.29,781.0,8.33,206.0,5.17
2024-2025,2024-42,Tuscany,55.0,344.0,81469.0,4.22,29.0,8.95,28.0,3.1,231.0,4.75,56.0,2.72
2024-2025,2024-42,Umbria,19.0,67.0,24677.0,2.72,1.0,0.81,3.0,1.0,46.0,3.12,17.0,2.97
2024-2025,2024-42,Marche,34.0,125.0,40914.0,3.06,15.0,3.1,11.0,0.97,81.0,4.66,18.0,2.45
2024-2025,2024-42,Lazio,235.0,1621.0,306982.0,5.28,223.0,16.81,155.0,4.64,999.0,5.36,244.0,3.31
2024-2025,2024-42,Abruzzo,115.0,792.0,140884.0,5.62,49.0,10.44,91.0,7.71,465.0,5.26,187.0,5.21
2024-2025,2024-42,Molise,12.0,30.0,16178.0,1.85,0.0,0.0,2.0,2.07,20.0,1.96,8.0,1.73
2024-2025,2024-42,Campania,30.0,85.0,39109.0,2.17,8.0,2.69,11.0,1.62,45.0,2.07,21.0,2.78
2024-2025,2024-42,Apulia,111.0,238.0,146447.0,1.63,40.0,3.91,58.0,2.8,121.0,1.44,19.0,0.61
2024-2025,2024-42,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-42,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-42,Sicily,152.0,799.0,196237.0,4.07,112.0,11.95,103.0,4.88,438.0,3.71,146.0,3.07
2024-2025,2024-42,Sardinia,20.0,56.0,25381.0,2.21,24.0,10.68,20.0,4.23,8.0,0.6,4.0,0.79
2024-2025,2024-43,Piedmont,90.0,951.0,132396.0,7.18,21.0,4.9,46.0,3.58,679.0,8.57,205.0,5.69
2024-2025,2024-43,Aosta Valley,13.0,75.0,15446.0,4.86,15.0,9.62,1.0,0.33,54.0,6.93,5.0,1.65
2024-2025,2024-43,Lombardy,347.0,4082.0,482285.0,8.46,597.0,18.36,416.0,5.59,2494.0,9.22,575.0,5.48
2024-2025,2024-43,AP Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-43,AP Trento,11.0,95.0,16435.0,5.78,0.0,0.0,3.0,2.7,75.0,7.1,17.0,3.88
2024-2025,2024-43,Veneto,111.0,893.0,148272.0,6.02,60.0,6.96,59.0,2.54,647.0,7.94,127.0,3.64
2024-2025,2024-43,Friuli-Venezia Giulia,15.0,65.0,17957.0,3.62,1.0,0.48,3.0,0.61,42.0,5.51,19.0,5.72
2024-2025,2024-43,Liguria,81.0,570.0,112877.0,5.05,15.0,5.21,20.0,2.36,385.0,5.7,150.0,4.42
2024-2025,2024-43,Emilia-Romagna,130.0,1134.0,164014.0,6.91,120.0,11.34,103.0,4.1,712.0,7.9,199.0,5.22
2024-2025,2024-43,Tuscany,55.0,327.0,81469.0,4.01,25.0,7.72,25.0,2.77,212.0,4.36,65.0,3.16
2024-2025,2024-43,Umbria,21.0,58.0,27269.0,2.13,0.0,0.0,0.0,0.0,48.0,3.04,10.0,1.6
2024-2025,2024-43,Marche,34.0,166.0,40914.0,4.06,21.0,4.34,17.0,1.5,107.0,6.15,21.0,2.86
2024-2025,2024-43,Lazio,235.0,1567.0,306982.0,5.1,209.0,15.76,148.0,4.43,967.0,5.18,243.0,3.29
2024-2025,2024-43,Abruzzo,116.0,817.0,143521.0,5.69,63.0,13.42,93.0,7.79,515.0,5.72,146.0,3.97
2024-2025,2024-43,Molise,12.0,33.0,16178.0,2.04,0.0,0.0,4.0,4.15,20.0,1.96,9.0,1.94
2024-2025,2024-43,Campania,28.0,110.0,35957.0,3.06,15.0,5.04,20.0,3.01,44.0,2.25,31.0,4.59
2024-2025,2024-43,Apulia,108.0,301.0,142731.0,2.11,57.0,5.72,48.0,2.37,161.0,1.96,35.0,1.15
2024-2025,2024-43,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-43,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-43,Sicily,151.0,760.0,195322.0,3.89,88.0,9.39,117.0,5.55,427.0,3.63,128.0,2.71
2024-2025,2024-43,Sardinia,20.0,67.0,25381.0,2.64,18.0,8.01,23.0,4.86,21.0,1.58,5.0,0.98
2024-2025,2024-44,Piedmont,89.0,797.0,130655.0,6.1,21.0,4.9,45.0,3.51,581.0,7.45,150.0,4.22
2024-2025,2024-44,Aosta Valley,13.0,48.0,15446.0,3.11,2.0,1.28,1.0,0.33,39.0,5.0,6.0,1.98
2024-2025,2024-44,Lombardy,349.0,3741.0,482716.0,7.75,538.0,16.44,402.0,5.35,2249.0,8.33,552.0,5.26
2024-2025,2024-44,AP Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-44,AP Trento,9.0,36.0,13461.0,2.67,0.0,0.0,1.0,0.95,32.0,3.73,3.0,0.87
2024-2025,2024-44,Veneto,118.0,822.0,158135.0,5.2,74.0,8.31,74.0,3.09,548.0,6.19,126.0,3.42
2024-2025,2024-44,Friuli-Venezia Giulia,14.0,56.0,16114.0,3.48,4.0,1.91,2.0,0.41,38.0,5.88,12.0,4.53
2024-2025,2024-44,Liguria,82.0,594.0,114243.0,5.2,14.0,4.86,16.0,1.89,436.0,6.35,128.0,3.73
2024-2025,2024-44,Emilia-Romagna,128.0,959.0,160112.0,5.99,108.0,10.47,114.0,4.63,581.0,6.61,156.0,4.18
2024-2025,2024-44,Tuscany,54.0,301.0,79834.0,3.77,36.0,11.11,34.0,3.78,183.0,3.84,48.0,2.4
2024-2025,2024-44,Umbria,21.0,80.0,27269.0,2.93,0.0,0.0,3.0,0.86,58.0,3.68,19.0,3.05
2024-2025,2024-44,Marche,33.0,140.0,39367.0,3.56,24.0,4.92,30.0,2.63,66.0,4.07,20.0,2.9
2024-2025,2024-44,Lazio,235.0,1461.0,306982.0,4.76,197.0,14.85,145.0,4.34,891.0,4.78,228.0,3.09
2024-2025,2024-44,Abruzzo,113.0,845.0,138993.0,6.08,48.0,10.23,78.0,6.6,542.0,6.23,177.0,4.99
2024-2025,2024-44,Molise,12.0,25.0,16178.0,1.55,0.0,0.0,3.0,3.11,16.0,1.56,6.0,1.29
2024-2025,2024-44,Campania,28.0,143.0,35957.0,3.98,17.0,5.71,22.0,3.31,69.0,3.52,35.0,5.18
2024-2025,2024-44,Apulia,107.0,336.0,141236.0,2.38,72.0,7.22,66.0,3.26,162.0,2.0,36.0,1.2
2024-2025,2024-44,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-44,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-44,Sicily,151.0,819.0,195637.0,4.19,81.0,8.64,118.0,5.6,469.0,3.99,151.0,3.17
2024-2025,2024-44,Sardinia,20.0,69.0,25381.0,2.72,25.0,11.12,20.0,4.23,12.0,0.9,12.0,2.36
2024-2025,2024-45,Piedmont,74.0,769.0,109715.0,7.01,29.0,7.19,62.0,5.32,541.0,8.36,137.0,4.68
2024-2025,2024-45,Aosta Valley,13.0,43.0,15446.0,2.78,2.0,1.28,2.0,0.65,33.0,4.23,6.0,1.98
2024-2025,2024-45,Lombardy,239.0,2569.0,328072.0,7.83,405.0,17.02,319.0,5.9,1487.0,8.33,358.0,5.0
2024-2025,2024-45,AP Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-45,AP Trento,6.0,38.0,8971.0,4.24,1.0,2.62,1.0,1.04,34.0,6.21,2.0,0.93
2024-2025,2024-45,Veneto,76.0,504.0,106267.0,4.74,57.0,10.77,45.0,3.01,344.0,5.61,58.0,2.35
2024-2025,2024-45,Friuli-Venezia Giulia,6.0,24.0,7062.0,3.4,1.0,4.0,6.0,7.58,14.0,3.34,3.0,1.64
2024-2025,2024-45,Liguria,60.0,575.0,85278.0,6.74,21.0,14.93,20.0,4.47,403.0,7.62,131.0,4.94
2024-2025,2024-45,Emilia-Romagna,98.0,910.0,119590.0,7.61,131.0,14.67,132.0,6.25,536.0,8.46,111.0,4.24
2024-2025,2024-45,Tuscany,34.0,198.0,48341.0,4.1,35.0,11.53,29.0,3.67,108.0,4.07,26.0,2.4
2024-2025,2024-45,Umbria,5.0,25.0,5959.0,4.2,6.0,10.08,1.0,0.71,12.0,4.02,6.0,6.24
2024-2025,2024-45,Marche,22.0,158.0,27059.0,5.84,21.0,6.96,25.0,3.66,93.0,7.63,19.0,3.79
2024-2025,2024-45,Lazio,200.0,1514.0,262407.0,5.77,205.0,17.38,169.0,5.71,925.0,5.84,215.0,3.43
2024-2025,2024-45,Abruzzo,78.0,668.0,98038.0,6.81,47.0,22.82,69.0,9.4,412.0,6.57,140.0,5.39
2024-2025,2024-45,Molise,12.0,30.0,16178.0,1.85,1.0,2.86,4.0,4.15,20.0,1.96,5.0,1.08
2024-2025,2024-45,Campania,7.0,100.0,8146.0,12.28,4.0,7.41,13.0,11.21,50.0,10.77,33.0,18.31
2024-2025,2024-45,Apulia,58.0,286.0,74825.0,3.82,56.0,9.75,57.0,4.74,148.0,3.54,25.0,1.64
2024-2025,2024-45,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-45,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-45,Sicily,104.0,807.0,131350.0,6.14,77.0,11.0,117.0,8.05,440.0,5.66,173.0,5.4
2024-2025,2024-45,Sardinia,17.0,101.0,21963.0,4.6,22.0,13.77,22.0,6.22,45.0,3.72,12.0,2.54
2024-2025,2024-46,Piedmont,76.0,784.0,111298.0,7.04,34.0,7.93,77.0,623.0,541.0,8.32,132.0,4.45
2024-2025,2024-46,Aosta Valley,12.0,60.0,14145.0,4.24,8.0,7.04,7.0,319.0,32.0,4.11,13.0,4.29
2024-2025,2024-46,Lombardy,242.0,2902.0,326289.0,8.89,539.0,21.34,447.0,7.68,1542.0,8.84,374.0,5.47
2024-2025,2024-46,AP Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-46,AP Trento,5.0,23.0,7534.0,3.05,0.0,0.0,1.0,1.12,22.0,5.07,0.0,0.0
2024-2025,2024-46,Veneto,82.0,631.0,109786.0,5.75,75.0,12.27,78.0,4.67,395.0,6.39,83.0,3.3
2024-2025,2024-46,Friuli-Venezia Giulia,7.0,32.0,9795.0,3.27,1.0,1.68,7.0,3.98,19.0,3.67,5.0,2.21
2024-2025,2024-46,Liguria,59.0,669.0,82075.0,8.15,55.0,29.68,47.0,9.48,437.0,8.81,130.0,5.06
2024-2025,2024-46,Emilia-Romagna,103.0,930.0,128235.0,7.25,123.0,14.57,143.0,7.32,557.0,7.88,107.0,3.62
2024-2025,2024-46,Tuscany,34.0,231.0,49998.0,4.62,29.0,11.89,27.0,4.23,137.0,4.72,38.0,3.12
2024-2025,2024-46,Umbria,9.0,43.0,10571.0,4.07,4.0,4.65,4.0,1.84,28.0,5.15,7.0,3.33
2024-2025,2024-46,Marche,22.0,172.0,25743.0,6.68,25.0,7.38,38.0,5.14,89.0,8.46,20.0,4.49
2024-2025,2024-46,Lazio,192.0,1688.0,249942.0,6.75,203.0,18.3,222.0,7.77,1033.0,6.85,230.0,3.86
2024-2025,2024-46,Abruzzo,81.0,828.0,100836.0,8.21,73.0,28.64,101.0,14.23,513.0,7.91,141.0,5.35
2024-2025,2024-46,Molise,12.0,39.0,16178.0,2.41,5.0,14.29,8.0,8.29,23.0,2.25,3.0,0.65
2024-2025,2024-46,Campania,6.0,19.0,8817.0,2.15,0.0,0.0,1.0,1.17,12.0,2.15,6.0,2.85
2024-2025,2024-46,Apulia,55.0,343.0,70122.0,4.89,74.0,11.69,64.0,5.22,173.0,4.61,32.0,2.29
2024-2025,2024-46,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-46,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-46,Sicily,102.0,951.0,130769.0,7.27,59.0,9.59,119.0,7.9,544.0,7.05,229.0,7.08
2024-2025,2024-46,Sardinia,16.0,86.0,21150.0,4.07,19.0,10.39,17.0,4.26,41.0,3.62,9.0,2.24
2024-2025,2024-47,Piedmont,78.0,931.0,113971.0,8.17,46.0,11.79,98.0,8.4,628.0,9.27,159.0,5.19
2024-2025,2024-47,Aosta Valley,13.0,44.0,15446.0,2.85,4.0,2.56,4.0,1.31,34.0,4.36,2.0,0.66
2024-2025,2024-47,Lombardy,265.0,3485.0,365597.0,9.53,596.0,22.16,551.0,8.84,1896.0,9.51,442.0,5.73
2024-2025,2024-47,AP Bolzano,3.0,8.0,4281.0,1.87,3.0,7.69,0.0,0.0,5.0,2.05,0.0,0.0
2024-2025,2024-47,AP Trento,8.0,42.0,11918.0,3.52,1.0,2.62,1.0,0.98,38.0,5.05,2.0,0.67
2024-2025,2024-47,Veneto,100.0,855.0,140325.0,6.09,102.0,13.88,84.0,4.3,570.0,7.17,99.0,2.92
2024-2025,2024-47,Friuli-Venezia Giulia,13.0,133.0,16591.0,8.02,58.0,39.32,34.0,11.56,33.0,4.0,8.0,2.04
2024-2025,2024-47,Liguria,58.0,668.0,80888.0,8.26,45.0,18.59,40.0,6.06,434.0,9.07,149.0,6.2
2024-2025,2024-47,Emilia-Romagna,108.0,1184.0,137015.0,8.64,144.0,15.85,138.0,6.51,763.0,10.2,139.0,4.36
2024-2025,2024-47,Tuscany,40.0,432.0,57921.0,7.46,63.0,19.47,59.0,6.78,268.0,8.32,42.0,3.05
2024-2025,2024-47,Umbria,13.0,119.0,17126.0,6.95,9.0,10.45,8.0,3.5,79.0,7.82,23.0,5.93
2024-2025,2024-47,Marche,22.0,187.0,26792.0,6.98,26.0,8.23,34.0,5.09,101.0,8.25,26.0,5.52
2024-2025,2024-47,Lazio,201.0,2016.0,262513.0,7.68,293.0,24.14,267.0,8.86,1171.0,7.43,285.0,4.55
2024-2025,2024-47,Abruzzo,82.0,832.0,99821.0,8.33,62.0,25.42,101.0,15.09,536.0,8.46,133.0,4.87
2024-2025,2024-47,Molise,10.0,28.0,13206.0,2.12,4.0,11.43,3.0,3.39,16.0,1.93,5.0,1.36
2024-2025,2024-47,Campania,12.0,107.0,17223.0,6.21,8.0,16.91,18.0,9.03,58.0,5.36,23.0,5.85
2024-2025,2024-47,Apulia,50.0,384.0,65915.0,5.83,67.0,15.46,59.0,7.15,214.0,5.45,44.0,3.12
2024-2025,2024-47,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-47,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-47,Sicily,102.0,850.0,131365.0,6.47,80.0,14.68,104.0,7.84,492.0,6.1,174.0,5.43
2024-2025,2024-47,Sardinia,17.0,131.0,21931.0,5.97,36.0,17.01,29.0,6.47,49.0,4.33,17.0,4.24
2024-2025,2024-48,Piedmont,73.0,924.0,105874.0,8.73,54.0,13.87,97.0,8.49,619.0,9.93,154.0,5.46
2024-2025,2024-48,Aosta Valley,9.0,31.0,10215.0,3.03,8.0,6.58,1.0,0.46,20.0,4.04,2.0,1.06
2024-2025,2024-48,Lombardy,247.0,3431.0,335146.0,10.24,621.0,22.73,512.0,8.46,1842.0,10.27,456.0,6.71
2024-2025,2024-48,AP Bolzano,3.0,6.0,4018.0,1.49,2.0,2.4,4.0,2.55,0.0,0.0,0.0,0.0
2024-2025,2024-48,AP Trento,5.0,20.0,7543.0,2.65,1.0,2.62,0.0,0.0,19.0,4.4,0.0,0.0
2024-2025,2024-48,Veneto,101.0,887.0,139440.0,6.36,102.0,15.85,84.0,4.85,587.0,7.25,114.0,3.29
2024-2025,2024-48,Friuli-Venezia Giulia,12.0,66.0,15965.0,4.13,13.0,10.62,22.0,6.22,25.0,3.26,6.0,1.7
2024-2025,2024-48,Liguria,53.0,415.0,74731.0,5.55,49.0,33.27,38.0,9.1,276.0,6.01,52.0,2.24
2024-2025,2024-48,Emilia-Romagna,100.0,987.0,123059.0,8.02,140.0,16.05,142.0,6.87,575.0,8.71,130.0,4.7
2024-2025,2024-48,Tuscany,36.0,312.0,51917.0,6.01,49.0,17.82,55.0,7.61,172.0,5.83,36.0,2.9
2024-2025,2024-48,Umbria,10.0,95.0,13159.0,7.22,11.0,18.49,12.0,7.55,60.0,7.42,12.0,4.15
2024-2025,2024-48,Marche,22.0,225.0,27381.0,8.22,27.0,10.95,42.0,6.78,136.0,10.42,20.0,3.53
2024-2025,2024-48,Lazio,189.0,2002.0,244809.0,8.18,294.0,24.68,244.0,8.25,1202.0,8.27,262.0,4.52
2024-2025,2024-48,Abruzzo,75.0,903.0,95784.0,9.43,61.0,19.82,96.0,11.45,593.0,9.92,153.0,6.23
2024-2025,2024-48,Molise,8.0,16.0,11618.0,1.38,0.0,0.0,2.0,7.25,10.0,1.28,4.0,1.13
